lr_0.0001_model_Linear,lr_0.0001_model_FF_L1,lr_0.0001_model_FF_L2,lr_0.001_model_Linear,lr_0.001_model_FF_L1,lr_0.001_model_FF_L2,lr_0.01_model_Linear,lr_0.01_model_FF_L1,lr_0.01_model_FF_L2,lr_0.1_model_Linear,lr_0.1_model_FF_L1,lr_0.1_model_FF_L2
0.6768924302788845,0.6911022576361222,0.747742363877822,0.7180610889774236,0.7478087649402391,0.753585657370518,0.8091633466135458,0.7530544488711819,0.7543160690571049,0.8239707835325365,0.7658698539176627,0.7543160690571049
0.5243027888446216,0.7270252324037184,0.7474767596281541,0.7324701195219123,0.7543160690571049,0.7567065073041168,0.8084993359893758,0.7541168658698539,0.7424302788844621,0.8217795484727756,0.7543160690571049,0.7543160690571049
0.6191235059760957,0.6555112881806109,0.7333333333333333,0.7245019920318725,0.7539840637450199,0.7538512616201859,0.8156706507304117,0.7743027888446216,0.7640770252324037,0.8223771580345286,0.7543160690571049,0.7541832669322709
0.6167994687915007,0.7543824701195219,0.7299468791500664,0.700265604249668,0.7543160690571049,0.7551128818061089,0.8184594953519256,0.753917662682603,0.7543160690571049,0.8262948207171315,0.7543160690571049,0.7543160690571049
0.5239707835325366,0.6328685258964143,0.7408366533864542,0.7043160690571049,0.7543160690571049,0.7386454183266933,0.8081673306772909,0.7644090305444887,0.7543160690571049,0.8231739707835325,0.7543160690571049,0.7543160690571049
0.6344621513944223,0.599601593625498,0.6583665338645418,0.7226427622841965,0.7543160690571049,0.7543160690571049,0.8094953519256308,0.7543160690571049,0.7543160690571049,0.8233731739707836,0.750398406374502,0.7543160690571049
0.599601593625498,0.7245683930942896,0.7547808764940239,0.6961487383798141,0.7389774236387783,0.7712483399734396,0.8195219123505976,0.7880478087649403,0.7543160690571049,0.8243027888446215,0.7543160690571049,0.7543160690571049
0.6152722443559097,0.7041168658698539,0.7543160690571049,0.7110225763612218,0.750066401062417,0.7167330677290836,0.8171314741035857,0.7543160690571049,0.7543160690571049,0.8266932270916335,0.754249667994688,0.7543160690571049
0.6614209827357238,0.7299468791500664,0.7543160690571049,0.702523240371846,0.7583665338645418,0.6081009296148738,0.796812749003984,0.7521912350597609,0.7543160690571049,0.8247675962815405,0.7543160690571049,0.7543160690571049
0.5867197875166003,0.700464807436919,0.7513944223107569,0.7216467463479416,0.7543824701195219,0.7543160690571049,0.8169322709163347,0.7766932270916335,0.7543160690571049,0.8249667994687915,0.7543160690571049,0.7543160690571049
