,1,2,4,5,10,20
0,0.19049875169225777,0.28869307956439894,0.30648297623762666,0.3671722167941791,0.4911576323016205,0.6757012044454577
1,0.16620225878000786,0.2553517962198142,0.3228895382654442,0.3875045027059192,0.5190455766402233,0.6803832069340381
2,0.22912471795916817,0.2101738752284481,0.32962364237646,0.36261024008550286,0.5026359765436497,0.6802878743098341
3,0.15349011570198207,0.24693773138210673,0.36322722492905507,0.3636382685924792,0.4948456517394348,0.6524524443911106
4,0.22245267571859553,0.21565471026807786,0.3713569014245475,0.38071950387300824,0.4955917412027542,0.6628707886533367
5,0.19017086531856664,0.2425456046587751,0.3472531414178057,0.3733113506011482,0.4956288585886228,0.6626532537405083
6,0.16670744820650674,0.25634736322822266,0.3722966405866246,0.3835224766362342,0.5068195925177964,0.6682096470561506
7,0.23154496870727737,0.24934334886511028,0.34298607690942273,0.35606280603310947,0.49388335243331594,0.6793476738370741
8,0.17255712757351366,0.26197493916195924,0.37461413742072447,0.38343005772214206,0.5095644154443777,0.6604081324378958
9,0.18837053253024885,0.2700918360153226,0.3451589758807603,0.37136218276621524,0.5205864174479335,0.6680566264666021
10,0.1804168633845416,0.26760540395723464,0.3259965163990853,0.3699593779195729,0.5035845206183467,0.6747790685984412
11,0.19249056931394137,0.2902045173850679,0.3572126846512865,0.3635423228859808,0.5019778427594569,0.6639695847343551
12,0.2181522111771173,0.2657189855876626,0.3678651706891406,0.322333704111104,0.4862573204721929,0.6635356609548667
13,0.1680933827590767,0.28723192889158755,0.36432328991878293,0.3668436022348705,0.5070124796355778,0.6711757217279872
14,0.180381900350625,0.310582404455968,0.3453724734493485,0.37715740708586587,0.5189944050007705,0.6795953457248741
15,0.18197603034148047,0.22609420571910727,0.34278274100088496,0.38474649154969426,0.5122776307351397,0.6642488337925891
16,0.147537979664638,0.27008755960931896,0.34310896538000885,0.3729777096590148,0.4780722433595976,0.677465374069156
17,0.16493274499735033,0.25230458394114025,0.32676244955533795,0.3527225814660061,0.516851881946718,0.6696294321319165
18,0.182482315781507,0.2839726951685191,0.3354161934642391,0.39844213047890065,0.4855801524894115,0.6926121473217034
19,0.16676244312869903,0.2832756642508256,0.38353300871944135,0.3620525662369321,0.4918311226731126,0.6704825071773799
20,0.13793553531739916,0.23542243658937928,0.33820638960881994,0.3636004935013951,0.5041935077210536,0.6835154378331072
21,0.2041859269010495,0.2590933747277785,0.3348699165996871,0.37676191105496576,0.5024320841322797,0.6776007165699902
22,0.15986306511948892,0.23073323322628542,0.3598522577594136,0.3776051785282975,0.5052422270410267,0.6614629532852415
23,0.15716302814392002,0.28335048976031985,0.35703549631251963,0.37333740492900447,0.5144480164224743,0.6707673175052815
24,0.18929012823084726,0.2439185077284508,0.35324257461846686,0.3533209727283432,0.5074179839181765,0.6785432080558954
25,0.1869252294258129,0.25834473281402204,0.349855088196796,0.3906396213356689,0.49887561569778466,0.7001229031880887
26,0.21738621383413193,0.2904538415190761,0.3307281795743017,0.38508697370665657,0.49174235835336305,0.6688820636028044
27,0.15039539742590669,0.2421036270145388,0.3667930317484437,0.3753332750225966,0.4997742413068446,0.6959478160091682
28,0.18947451538292964,0.27234609829545475,0.35689548874854965,0.36179248824443366,0.5093576298965873,0.6686340997777847
29,0.16368161542622492,0.2706975699322252,0.3661552292666907,0.37457702708579727,0.5048159967531342,0.6889204588533437
30,0.1973278223138003,0.24660857057492863,0.3646058281348559,0.36503872383443137,0.4885545342578504,0.681135305120858
31,0.1958357085529893,0.30153820178371715,0.3684511907561176,0.36116928880621363,0.4920174550944122,0.6780899364623263
32,0.1881753334671168,0.29787984572426307,0.3433151503100157,0.3855248981035309,0.5186188012462136,0.6850668102803933
33,0.16715063079361675,0.3042632146594477,0.33261054499381454,0.38612344466779625,0.5075385832388253,0.6799174473193953
