,iqr,w_0,w_1
0,48.27195928459117,-0.31093156943653294,0.07364736111949041
1,49.599405836950496,-0.26357374658507193,0.05917528317205373
2,49.031410165939306,,
3,48.225448966013474,-1.3943014463527432,1.9218191129195008
4,49.35756508147445,1.0599798128647668,1.0925120344107295
5,47.714587953758205,-1.6028569368831336,2.5507952808893046
6,48.81778858093723,,
7,47.78281540793146,,
8,48.74234791161786,,
9,50.22969512681224,0.8917629689648001,0.6510995252306868
10,48.681073272817066,0.7848843769173658,-0.08570052104652054
11,47.530085172144844,0.34060166110313683,0.03731405248080878
12,48.7508576979153,0.9501860490894731,0.9511190712728866
13,48.50226364414323,,
14,47.92568346969836,,
15,48.14973146277623,0.4706008465164592,0.24802835887354518
16,48.84824824034449,-0.5430562028958278,0.2434707316192803
17,49.70111356109048,0.9501950096509982,0.9126529452089315
18,49.2115484411694,,
19,50.46811587157879,,
20,48.45211322692772,,
21,48.237456965796845,0.8426164601530421,0.6355839527498419
22,49.58603326127828,,
23,48.58552797848283,0.302985405451671,0.09532845602310239
24,50.26531092548318,-1.0256166741691417,0.9280172851369828
25,49.7294933930017,-0.07066102627464084,-0.15895808078445856
26,47.07246044735294,-0.558922677816456,0.26376057222986227
27,47.41841871571353,,
28,48.19096869538892,1.0746917283499071,0.1785331768229105
29,48.89707523472288,0.23231294781488007,0.1502940619265124
30,49.7789407433999,-0.7372489840623822,0.38059477106237694
31,48.198732906124846,0.8395126154598148,0.6709195160546103
32,47.61042299750725,-0.0747250131441247,-0.002779521932155686
33,49.793951533219655,,
34,47.90305938255667,-0.02024668223434883,-0.09819325063524337
35,47.747673076809775,0.30487314323117354,0.12939444684384757
36,49.60147124722576,1.6860542180636582,2.6759919795298286
37,48.59968927365927,0.6206588632871641,0.28784669866096296
38,49.70788340410709,,
39,48.54534128370838,0.9570260883096324,0.9336256928309092
40,48.877052559020704,,
41,48.75589871009379,1.8246756180285295,2.9234894364762902
42,48.25529251114948,0.9515492523517036,1.0387603400364658
43,48.06202505072924,,
44,47.91590447066001,,
45,47.819903432857,1.2170095469508018,1.5847583358419517
46,49.13907875335539,-0.9621528294627292,0.9262621850683377
47,49.70379930520653,1.1723610702242777,1.4318717992804268
48,50.16141365645149,0.11383403861982763,0.05885226642250937
49,47.962912605601886,,
50,49.93599704046041,,
51,48.69758729800553,0.6107278561295775,0.36983203153499905
52,47.36735776889415,0.8540536294709233,0.7835127749725016
53,48.31810958805068,-0.11700855480456115,-0.048438105038825376
54,50.007653618368906,0.5356317672374056,0.24897163006067005
55,48.278473248070114,0.18762908682750334,0.000908377387656506
56,49.64527832818207,0.7722068946952341,0.6244206241056842
57,47.96180614567953,,
58,48.359219515486345,,
59,48.40953287849486,0.28420939849422705,0.10995275238369354
60,48.69632900977538,0.2222626527290479,0.17189767107003112
61,48.84552047453694,0.4915347303214221,0.28146660773742277
62,48.70735285588839,0.33066689638539015,0.08302894239557122
63,49.547769562420214,0.8258159927759312,0.820516879668884
64,48.698577188333516,1.4084957209445201,2.1159853906351547
65,47.59096173910566,,
66,49.1653558353496,0.6253457900071171,0.4800347506678959
67,48.55560790307909,,
68,49.724692225880986,1.1513321087560895,1.2640141865250922
69,47.38993674818555,-0.24358809602484024,-0.03990606356441671
70,49.50164202310932,-0.41503294044416994,0.0952259597855919
71,48.475930998664396,-0.0896491682219524,-0.03223819792753253
72,49.26834867855847,,
73,49.32950200177288,0.06876028369597867,-0.06833558634780137
74,49.22849069563735,-0.331136755806723,0.19644180848543896
75,47.041838001642944,0.10508848408008892,-0.027574393766304044
76,48.803471914009734,0.3270596478085072,0.09431227529791025
77,48.09296155520168,1.1739257316948843,1.3311489679873056
78,48.928636672649446,,
79,49.26416906521139,1.1906811958110217,1.5534429506810024
80,49.77392636429737,0.8396683734177741,0.7366724901266019
81,49.02968507125543,-0.10563652556708522,0.16158459388859042
82,47.94293833619115,1.743157239705382,2.7147734046780863
83,50.26678682862827,-0.9751811418611824,1.0079675112555744
84,48.38472279467196,,
85,50.263149914599495,-0.6744427935950181,0.4160550170324895
86,49.68886528417504,,
87,48.8831450097135,0.1516917359680828,0.21378801198743125
88,48.323826711730376,,
89,50.68289259893237,0.4984310927188844,0.36357505122893286
90,48.87772488638192,-0.5623007549479353,0.33861292865721954
91,49.636621162372464,-1.695432844359168,2.818538438107522
92,49.33211967024883,-0.03842526565029601,-0.005410681836127529
93,48.66949602982477,,
94,48.07880978961846,,
95,49.45405625840587,-0.6002009836837304,0.3461314171446631
96,47.06131818811846,0.6923988879632985,0.533501961283115
97,48.37509101320314,-1.3306580179883418,2.315092902331901
98,49.04687596415248,,
99,50.04794511410805,0.4907253077530874,0.24399159037683985
100,48.65388949977311,0.31938888869738036,0.0906437473359178
101,49.15110501843915,0.26370715853380433,0.027896993665993672
102,48.356171516395264,,
103,48.89552846726585,,
104,48.82411981891257,-0.6360933155076969,0.37140812782065347
105,47.732512679184836,1.0766594344731817,1.2017700780066622
106,48.959586233287155,,
107,47.69929066749329,-0.5950997078801165,0.2566403484985165
108,49.798773088288165,0.5633729699392782,0.23912289173126708
109,47.688643669045014,1.3474499579375265,1.7412497430976257
110,48.31108305013671,-0.15196684599964214,0.1534348234708278
111,49.72133506004418,-0.24506604278385907,0.07900041690135613
112,49.52438254876361,1.3348033842561582,2.2328323480606413
113,49.25880631200697,,
114,49.373007691675376,-0.5043380216665335,0.2394953035555357
115,49.77494948829941,0.4566192316881151,0.46168182638149147
116,48.025443327642904,,
117,49.03798365399287,0.3530527699115191,0.21371166742449632
118,50.08433827251138,,
119,49.37726701694117,1.1863773409972707,1.4622074808538557
120,50.08330905839644,0.6791117148271955,0.4137209956910392
121,48.58850129712099,-0.2958798745280061,0.045501656387253744
122,48.28192933422355,,
123,49.95978298125365,0.10421265801113169,-0.05303848591788582
124,49.86458738129417,0.831841778599916,0.7591089281479585
125,50.06008480867091,0.23352928606894316,0.09576030973896403
