lr_0.0001_model_Linear,lr_0.0001_model_FF_L1,lr_0.0001_model_FF_L2,lr_0.001_model_Linear,lr_0.001_model_FF_L1,lr_0.001_model_FF_L2,lr_0.01_model_Linear,lr_0.01_model_FF_L1,lr_0.01_model_FF_L2,lr_0.1_model_Linear,lr_0.1_model_FF_L1,lr_0.1_model_FF_L2
0.6753652058432935,0.74933598937583,0.746082337317397,0.7246347941567065,0.7543160690571049,0.751792828685259,0.8065737051792828,0.7543160690571049,0.7543160690571049,0.8225763612217796,0.753585657370518,0.7543160690571049
0.5175298804780877,0.6585657370517928,0.7543160690571049,0.7113545816733068,0.749734395750332,0.7541168658698539,0.8116865869853918,0.7286852589641434,0.7543160690571049,0.8243027888446215,0.7521912350597609,0.7543160690571049
0.6865205843293493,0.6410358565737052,0.74867197875166,0.7279548472775564,0.75066401062417,0.7611553784860557,0.8097609561752988,0.7543160690571049,0.7543160690571049,0.8235059760956175,0.7537184594953519,0.754249667994688
0.5231739707835326,0.7037848605577689,0.754249667994688,0.6892430278884463,0.748738379814077,0.749667994687915,0.8215139442231075,0.7813413014608234,0.754249667994688,0.8266268260292164,0.7543160690571049,0.7543160690571049
0.48771580345285526,0.7122177954847277,0.5426958831341302,0.7197211155378486,0.7400398406374502,0.7543160690571049,0.8140106241699867,0.7792828685258965,0.7590305444887118,0.8238379814077025,0.7541832669322709,0.7389110225763612
0.5670650730411687,0.6669986719787516,0.752124833997344,0.7267596281540505,0.7543160690571049,0.750398406374502,0.8172642762284197,0.7540504648074369,0.7533864541832669,0.8245683930942895,0.750531208499336,0.7543160690571049
0.6815405046480744,0.703187250996016,0.7474767596281541,0.7055112881806109,0.753585657370518,0.7543160690571049,0.8198539176626826,0.7543160690571049,0.7594953519256308,0.8229747675962815,0.7543160690571049,0.7541168658698539
0.600199203187251,0.7019920318725099,0.7119521912350597,0.701460823373174,0.7538512616201859,0.7543160690571049,0.8092961487383799,0.7413014608233732,0.7543160690571049,0.8231075697211155,0.7536520584329349,0.7543160690571049
0.7098273572377158,0.6488047808764941,0.38638778220451525,0.7548472775564409,0.7543160690571049,0.7537184594953519,0.8045816733067729,0.7613545816733067,0.7533864541832669,0.8249003984063745,0.7543160690571049,0.7543160690571049
0.550332005312085,0.6884462151394423,0.7537184594953519,0.7347277556440903,0.7543160690571049,0.7111553784860558,0.8173970783532537,0.7064409030544488,0.7543160690571049,0.8231075697211155,0.7543160690571049,0.7543160690571049
0.6347941567065073,0.7543160690571049,0.7529880478087649,0.7252324037184595,0.751261620185923,0.7540504648074369,0.8019256308100929,0.7646082337317397,0.7543160690571049,0.8247675962815405,0.7543160690571049,0.7543160690571049
0.551062416998672,0.7393094289508633,0.7206507304116866,0.7371845949535193,0.7561752988047808,0.7632802124833997,0.8120185922974767,0.7537184594953519,0.7541832669322709,0.8268924302788845,0.7816069057104914,0.7543160690571049
0.5750332005312085,0.7385790172642762,0.7444887118193891,0.746879150066401,0.7543160690571049,0.7384462151394422,0.8123505976095617,0.7552456839309429,0.7543160690571049,0.8270252324037185,0.752257636122178,0.7543160690571049
0.6824701195219124,0.6656706507304117,0.754581673306773,0.6921646746347941,0.7543160690571049,0.7543160690571049,0.8211819389110225,0.7537184594953519,0.7540504648074369,0.8269588313413014,0.7743691899070385,0.7543160690571049
0.5732403718459496,0.75,0.7565073041168658,0.6745019920318726,0.7543160690571049,0.7753652058432935,0.8090305444887118,0.7543160690571049,0.754249667994688,0.8233731739707836,0.7926958831341302,0.7543160690571049
0.647543160690571,0.6926958831341301,0.7400398406374502,0.7284196547144755,0.7537848605577689,0.7536520584329349,0.8124833997343958,0.7543160690571049,0.7543160690571049,0.8258964143426295,0.7543160690571049,0.7543160690571049
0.5930278884462151,0.6669986719787516,0.7414342629482071,0.7207835325365206,0.75066401062417,0.7544488711819389,0.8074369189907038,0.7543160690571049,0.7543160690571049,0.8274236387782204,0.7543160690571049,0.7543160690571049
0.55066401062417,0.6693227091633466,0.747543160690571,0.6837981407702524,0.7604913678618858,0.7543160690571049,0.8140106241699867,0.7441567065073041,0.7543160690571049,0.8261620185922974,0.752788844621514,0.7543160690571049
0.6237715803452856,0.7518592297476759,0.7543160690571049,0.6560424966799469,0.75199203187251,0.7537184594953519,0.8057768924302788,0.751527224435591,0.7543160690571049,0.8233067729083665,0.7543160690571049,0.7543160690571049
0.498605577689243,0.7124833997343958,0.7426294820717132,0.7315405046480744,0.749867197875166,0.7537184594953519,0.8164010624169987,0.7424302788844621,0.7540504648074369,0.8237715803452855,0.7543160690571049,0.7543160690571049
0.6240371845949535,0.748871181938911,0.7310756972111554,0.7225099601593625,0.752324037184595,0.7531872509960159,0.8045152722443559,0.7697875166002656,0.7543160690571049,0.8249003984063745,0.7543160690571049,0.754249667994688
0.7274900398406374,0.7543160690571049,0.7387782204515272,0.7313413014608233,0.75199203187251,0.7537848605577689,0.8048472775564409,0.7678618857901727,0.750597609561753,0.8266268260292164,0.7543160690571049,0.7543160690571049
0.6152058432934927,0.7101593625498008,0.752589641434263,0.7110889774236387,0.751527224435591,0.7528552456839309,0.8087649402390438,0.7555112881806109,0.7657370517928287,0.8281540504648074,0.7541832669322709,0.7543160690571049
0.5693227091633466,0.7184594953519257,0.7543160690571049,0.7288844621513945,0.7552456839309429,0.7254980079681275,0.8084329349269588,0.7612217795484728,0.7723107569721116,0.8232403718459496,0.7543160690571049,0.7543160690571049
0.5553120849933599,0.748539176626826,0.6612217795484727,0.750199203187251,0.7317397078353254,0.747410358565737,0.8209163346613546,0.7541832669322709,0.7543160690571049,0.8277556440903054,0.753253652058433,0.7543160690571049
