,1,2,4,5,10,20
0,0.34763703337555707,1.021401682938792,0.3387988400037501,0.3228968306209072,0.45511455582691546,0.6816141395030555
1,6.475015691261201,0.4898575096123705,0.27234762425316356,0.3030077848938431,0.4438534619895965,0.6245055430988012
2,0.4113071143306713,0.595657072213231,0.300567104192798,0.38969829571458525,0.3756509482385083,0.6739614247811421
3,0.9207464053635047,0.20108255600627858,0.37452197628418604,0.4606623087532869,0.42278713421005115,0.7027240812784743
4,6.442031603689296,0.20271075236062477,0.22505064833571542,0.24759903234366798,0.42928327436743857,0.7135361067518187
5,0.585460651850823,0.32078184226174916,0.23795661070971016,0.35876421830489486,0.3915664976594881,0.6572481315019816
6,0.3591147164504448,0.1973165968461573,0.22187012247523605,0.38486048799226,0.4004027966265759,0.619244702259804
7,1.3689464167949132,0.1625362138068981,0.18236002752920566,0.44037874729770754,0.5029748324358236,0.6715634912226705
8,0.490089458903622,1.755350837139695,0.37489905383822475,0.35755893343330514,0.4218609354523942,0.6571348741701655
9,0.16183652384400507,0.2777705558507586,0.2651168866618533,0.5515423149216229,0.35967874589169935,0.6199251391565685
10,1.8737834666418054,0.30954745637694125,0.3446484570369125,0.2617580432631502,0.34762968125397264,0.7115553180214665
11,1.6717124680065936,0.31277269514472134,0.271708097901334,0.6207293086291366,0.4417624196233847,0.645524091735068
12,7.796089813233939,1.0462713373904056,0.4193985908713488,0.36761592181067293,0.4190440411736549,0.6603682959907773
13,2.295215518668199,0.277799605899104,0.24128783429273598,0.26763403037592637,0.41163299208384085,0.6180333952369604
14,0.1414989415991848,0.41491913564564387,0.30711303610627727,0.4661528900337392,0.36713537545120256,0.6156155298337984
15,0.3628460642971117,0.4229903520042543,0.23365206108459463,0.3284370564711411,0.3899820406739779,0.6290864618099156
16,0.9272739222861279,0.9565843825813114,0.278119206299462,0.32881839562890813,0.47846430044763144,0.6833574333751897
17,2.2628289580629746,0.4534601823751941,0.30668500993970094,0.375693135296061,0.48007045791017144,0.6711983251923173
