,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,9000.658748626709,9499.531784057617,9778.958190917969,9905.689601898193,9945.84203338623,10022.943935394287,10068.70588684082,10063.055240631104,10093.021774291992,10100.14672088623,10146.335933685303,10148.368019104004,10133.86334991455,10136.570014953613,10149.631134033203,10176.62593460083,10182.569297790527,10131.056720733643,10176.177528381348,10166.050022125244
1,8795.462425231934,9409.966381072998,9638.287376403809,9770.78173828125,9852.154750823975,9944.878944396973,9917.712642669678,9970.462875366211,10024.880416870117,9978.159523010254,10045.303775787354,10032.16716003418,10048.005516052246,10063.069255828857,10043.71985244751,10083.78263092041,10065.643230438232,10093.240699768066,10091.360290527344,10073.942138671875
2,8752.647876739502,9420.180835723877,9654.237823486328,9772.361320495605,9847.280742645264,9854.164283752441,9882.497993469238,9927.823585510254,9972.312606811523,9988.625308990479,9985.67658996582,10003.206760406494,10021.064655303955,9991.30757522583,10054.643817901611,10012.272399902344,10039.502578735352,10045.287410736084,9964.585391998291,10054.50814819336
3,8691.288150787354,9309.083702087402,9611.619747161865,9666.417922973633,9752.292316436768,9840.160606384277,9789.572654724121,9820.34386062622,9874.28685760498,9895.142765045166,9920.892311096191,9935.165027618408,9962.92896270752,9963.478588104248,9939.971042633057,9965.891033172607,9977.683574676514,9920.521965026855,9971.825061798096,9960.539585113525
4,8473.275550842285,9151.739967346191,9323.465019226074,9501.58338546753,9549.73571395874,9542.873439788818,9592.121971130371,9600.237617492676,9668.510093688965,9674.32215499878,9690.376972198486,9715.385940551758,9713.76895904541,9700.389526367188,9737.258213043213,9743.587272644043,9727.15641784668,9748.595485687256,9751.275409698486,9746.973598480225
5,8674.505226135254,9326.648441314697,9616.248733520508,9753.423583984375,9854.121131896973,9905.40531539917,9924.362911224365,9947.789180755615,9966.949577331543,10009.489566802979,10023.776233673096,9992.388847351074,9997.221740722656,10049.036521911621,10061.199256896973,10032.359352111816,10006.181880950928,10050.649181365967,10052.578937530518,10034.086879730225
6,8662.333953857422,9301.248470306396,9598.846900939941,9642.320205688477,9741.350387573242,9771.210956573486,9856.51859664917,9824.647941589355,9817.987079620361,9920.356609344482,9892.336791992188,9916.943027496338,9917.881118774414,9923.257991790771,9911.61485671997,9944.294914245605,9957.846546173096,9954.060802459717,9981.033214569092,9933.346584320068
7,8424.860740661621,9175.834354400635,9388.072303771973,9444.404747009277,9499.342914581299,9617.49354171753,9619.450862884521,9658.457107543945,9671.703342437744,9634.883262634277,9686.80878829956,9694.544567108154,9718.379825592041,9702.287704467773,9701.144393920898,9754.744548797607,9719.598461151123,9696.005764007568,9766.129539489746,9744.515579223633
8,8638.410594940186,9339.559833526611,9671.653503417969,9764.1409034729,9791.703243255615,9878.523777008057,9866.08782196045,9907.241523742676,9965.648296356201,9928.742916107178,10015.132865905762,9972.205234527588,10018.72555923462,9983.292163848877,10026.53343963623,10014.747993469238,10011.437068939209,10037.050148010254,10047.492427825928,10027.96635055542
9,8592.014587402344,9211.46416091919,9484.739994049072,9593.096694946289,9646.321132659912,9665.286121368408,9718.554439544678,9750.872116088867,9743.731575012207,9759.546474456787,9808.890270233154,9755.093948364258,9826.712589263916,9820.775268554688,9813.527290344238,9838.782691955566,9824.943325042725,9852.24520111084,9850.8715133667,9839.32695388794
10,8830.144493103027,9513.270751953125,9754.541816711426,9869.75789642334,9775.593940734863,9903.693977355957,10022.26272201538,10036.09663772583,10028.14001083374,10051.840839385986,10034.805576324463,10073.518543243408,10089.931266784668,10062.745979309082,10083.363452911377,10116.156818389893,10098.1948928833,10103.675220489502,10133.68893814087,10143.079765319824
11,8393.983112335205,8938.981853485107,9272.899574279785,9472.18423461914,9455.113067626953,9570.000648498535,9551.503631591797,9572.123626708984,9597.053428649902,9577.612270355225,9647.55471420288,9662.116443634033,9667.853984832764,9670.846572875977,9688.37219619751,9685.352897644043,9694.010925292969,9710.679821014404,9685.759765625,9711.751682281494
12,8713.703552246094,9271.483581542969,9559.278202056885,9651.922775268555,9711.17567062378,9755.291961669922,9813.771453857422,9753.177680969238,9784.69580078125,9864.675216674805,9861.823322296143,9877.117416381836,9871.699615478516,9869.864841461182,9886.928485870361,9855.474517822266,9920.887855529785,9895.521942138672,9898.670986175537,9898.102188110352
13,8815.499702453613,9521.758079528809,9758.60837173462,9910.240482330322,9986.312362670898,10031.31042098999,10074.977264404297,10074.373008728027,10096.190162658691,10169.715785980225,10196.69564819336,10201.795372009277,10190.820331573486,10156.214038848877,10117.93335723877,10157.525928497314,10218.033206939697,10153.908264160156,10177.363849639893,10222.842288970947
14,8883.370067596436,9533.921821594238,9915.17709350586,9992.292915344238,10074.080772399902,10184.902179718018,10148.385601043701,10181.425426483154,10182.071449279785,10228.221366882324,10225.069728851318,10223.838287353516,10236.320106506348,10247.810138702393,10257.807182312012,10282.536346435547,10263.372226715088,10271.043102264404,10252.578979492188,10259.883434295654
15,8788.548648834229,9508.882152557373,9653.109722137451,9888.867332458496,9987.931411743164,9929.396507263184,10013.712196350098,10060.281345367432,10048.19076538086,10052.75961303711,10079.016300201416,10094.454959869385,10098.344791412354,10080.346572875977,10076.90316772461,10128.333305358887,10119.50993347168,10113.390506744385,10117.643905639648,10151.140407562256
16,8438.715900421143,9014.654586791992,9262.307968139648,9373.40877532959,9427.573040008545,9495.77897644043,9466.756156921387,9515.151306152344,9526.225555419922,9576.480365753174,9566.280563354492,9590.672760009766,9596.361316680908,9605.368858337402,9577.469245910645,9604.841606140137,9617.20846939087,9611.420394897461,9652.515815734863,9641.419864654541
17,8659.454067230225,9376.474716186523,9488.106174468994,9752.954662322998,9683.61050415039,9835.198276519775,9861.867156982422,9854.577465057373,9898.017059326172,9948.047794342041,9944.908603668213,9953.510414123535,9975.910278320312,9993.05016708374,9993.039054870605,9999.294952392578,9987.305000305176,9990.246265411377,10019.987030029297,10005.41007232666
18,8668.25675201416,9208.682220458984,9503.50676727295,9644.76664352417,9711.249294281006,9709.623188018799,9813.803359985352,9790.500526428223,9821.963924407959,9798.764221191406,9883.616424560547,9835.861530303955,9862.00012588501,9874.624938964844,9855.874530792236,9867.738426208496,9869.244026184082,9883.838790893555,9891.130184173584,9917.057266235352
19,8747.020183563232,9387.499771118164,9533.604640960693,9709.978691101074,9740.568683624268,9812.666313171387,9845.303604125977,9878.244106292725,9887.798809051514,9903.460247039795,9955.36595916748,9911.17643737793,9933.118549346924,9928.459201812744,9957.529293060303,9987.839263916016,9933.014373779297,9989.14406967163,9981.6845703125,9991.79121017456
20,8905.728183746338,9480.998664855957,9666.88353729248,9836.68404006958,9872.774883270264,9938.298404693604,9973.8420753479,10006.209056854248,10007.404541015625,10073.295669555664,10033.552783966064,10040.406188964844,10092.370338439941,10083.342765808105,10057.244422912598,10081.507995605469,10069.469638824463,10105.243835449219,10114.41590499878,10118.01240158081
21,8069.145366668701,8611.083839416504,8841.148445129395,8946.669193267822,8944.31065750122,9055.637195587158,9089.145412445068,9101.700016021729,9194.98208618164,9166.102600097656,9171.134624481201,9159.64909362793,9167.88772201538,9158.18730545044,9200.673992156982,9214.872890472412,9186.900287628174,9209.037139892578,9219.623477935791,9179.582126617432
22,8211.977401733398,9007.63814163208,9186.662490844727,9237.888442993164,9356.973754882812,9375.143730163574,9430.935470581055,9435.88327407837,9509.264671325684,9497.555099487305,9510.785774230957,9536.954643249512,9476.260757446289,9533.797950744629,9528.837844848633,9522.07413482666,9547.128196716309,9516.85478591919,9527.925987243652,9572.624038696289
23,8138.54150390625,8833.181095123291,9002.813659667969,9139.678092956543,9142.123168945312,9249.375999450684,9274.639553070068,9271.221420288086,9338.740592956543,9342.52645111084,9363.805992126465,9348.773315429688,9340.260326385498,9365.47968673706,9360.138179779053,9383.833354949951,9365.526126861572,9366.714721679688,9381.132747650146,9370.040237426758
24,8406.649703979492,9071.040580749512,9310.434032440186,9399.722885131836,9502.230503082275,9516.613208770752,9500.60612487793,9566.423156738281,9628.952583312988,9617.809562683105,9644.82459640503,9659.781860351562,9670.189853668213,9659.201278686523,9646.442504882812,9653.813652038574,9676.845497131348,9642.9836769104,9707.513439178467,9684.238735198975
